,tweets
180,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
181,RT @ABC: Best Screenplay in a Motion Picture goes to 'Birdman' - @GMA #GoldenGlobes
182,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
183,"RT @mashable: Best Screenplay, Motion Picture goes to ‘Birdman.’ #GoldenGlobes"
184,"RT @mashable: Best Screenplay, Motion Picture goes to ‘Birdman.’ #GoldenGlobes"
185,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
186,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
187,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
188,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
189,"RT @mashable: Best Screenplay, Motion Picture goes to ‘Birdman.’ #GoldenGlobes"
190,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
191,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
192,RT @ABC: Best Screenplay in a Motion Picture goes to 'Birdman' - @GMA #GoldenGlobes
193,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
194,"RT @mashable: Best Screenplay, Motion Picture goes to ‘Birdman.’ #GoldenGlobes"
195,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
196,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
197,RT @HuffingtonPost: Best Screenplay - Motion Picture goes to Birdman #GoldenGlobes
198,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
199,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
200,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
201,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
