,tweets
119,#GoldenGlobes: Gina Rodriguez wins Best TV Series Actress - Comedy or Musical for Jane The Virgin
120,"#GoldenGlobes for best actress in a TV series, musical, or comedy goes to Gina Rodriguez for #JanetheVirgin"
121,"Best actress in a TV series, musical or comedy goes to Gina Rodriguez for ""Jane the Virgin"" #GoldenGlobes (via @CBSShowbiz )"
122,"Gina Rodriguez wins Best TV Series Actress, Comedy or Musical for Jane The Virgin #GoldenGlobes"
123,"Best TV Series Actress - Comedy or Musical goes to Gina Rodriguez, ""Jane the Virgin"" #GoldenGlobes"
124,"Best actress in a TV series, musical or comedy goes to Gina Rodriguez #GoldenGlobes"
125,"@JanetheVirginTV's Gina Rodriguez wins the Best Actress award in a TV series, comedy or musical! #GoldenGlobes"
126,"WOW! Gina Rodriquez wins Best Actress in a TV Series, Musical or Comedy, for #JaneTheVirgin! #GoldenGlobes"
127,Best TV Series Actress - Comedy or Musical - Gina Rodriguez  - Jane The Virgin  (I wanted Orange is the new black to win :(  #GoldenGlobes
128,RT @TVLine: Gina Rodriguez wins Best Actress in a TV Series Musical or Comedy:  http://t.co/hcSwdg2ysL #GoldenGlobes
129,RT @KNXDavid: Gina Rodriguez wins best actress in a TV series comedy/musical for Jane the Virgin.  Her 1st nomination &amp; 1st win. @KNX1070 #…
130,WOW! Jane the Virgin's Gina Rodriguez wins Best Actress in a TV Series – Comedy or Musical! #GoldenGlobes #watchwithUs
131,RT @KNXDavid: Gina Rodriguez wins best actress in a TV series comedy/musical for Jane the Virgin.  Her 1st nomination &amp; 1st win. @KNX1070 #…
132,"Best Actress, TV Series, Musical or Comedy goes to Gina Rodriguez! #GoldenGlobes"
133,"Best actress in a TV series, musical or comedy goes to.... Gina Rodriguez for Jane the Virgin! #GoldenGlobes"
134,"RT @PaneAmoreECine: #BestActressComedyMusicalTVSERIES And the Golden Globes goes to...

Gina Rodriguez - Jane The Virgin 

#GoldenGlobes2015"
135,"“@HuffingtonPost: Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez in Jane The Virgin #GoldenGlobes” @PhantomRat"
136,"Best Actress, TV Series - Musical/Comedy goes to Gina Rodriguez for ""Jane The Virgin."" #GoldenGlobes"
137,RT @TVLine: Gina Rodriguez wins Best Actress in a TV Series Musical or Comedy:  http://t.co/hcSwdg2ysL #GoldenGlobes
138,"RT @BitchFlicks: Best Actress in a TV Series Musical/Comedy winner is...Gina Rodriguez for #JaneTheVirgin!! #GoldenGlobes 
#BitchFlicks"
139,"Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez for Jane the Virgin yes💃💃💃💃💃 #GoldenGlobes"
