,tweets
81,"Best Actress Motion Picture, Drama goes to Julianne Moore for Still Alice! #GoldenGlobes"
82,"Best Actress In a Motion Picture (Drama) goes to Julianne Moore for ""Still Alice"" #GoldenGlobes"
83,Julianne Moore wins for Best Actress - Motion Picture - Drama for Still Alice. Love her. #GoldenGlobes
84,#GoldenGlobes' Best Actress in a Motion Picture: Drama goes to... Julianne Moore - #StillAlice
85,"RT @HuffingtonPost: Best Actress in a Motion Picture, Drama goes to Julianne Moore in Still Alice #GoldenGlobes"
86,"RT @HuffingtonPost: Best Actress in a Motion Picture, Drama goes to Julianne Moore in Still Alice #GoldenGlobes"
87,"Golden Globe Winner for Best Actress in a Motion Picture, Drama is Julianne Moore for #StillAlice!!!  #GoldenGlobes"
88,Best Actress Motion Picture drama award winner: Julianne Moore from Still Alice #GoldenGlobes
89,"RT @GossipCop: #GoldenGlobes BEST ACTRESS, MOTION PICTURE DRAMA Goes To Julianne Moore http://t.co/f9BAH1THQt"
90,"Congratulations to @_juliannemoore! #GoldenGlobe Winner for Best Actress in a Motion Picture, Drama! #StillAlice http://t.co/MByqP4wCGm"
91,Best actress for a motion picture drama goes to Julianne Moore in Still Alice #GoldenGlobes
92,"RT @HuffingtonPost: Best Actress in a Motion Picture, Drama goes to Julianne Moore in Still Alice #GoldenGlobes"
93,The @goldenglobes for Best Actress in a Motion Picture - Drama goes to @_juliannemoore - #StillAlice! #GoldenGlobes
94,"Best Actress in a Motion Picture - Drama goes to Julianne Moore for ""Still Alice"" - was that the right choice? #GoldenGlobes"
95,"RT @eonline: The #GoldenGlobes winner for Best Actress in a Motion Picture, Drama is Julianne Moore for Still Alice! http://t.co/SbBOFBf10y"
96,"Best Actress in a Motion Picture, Drama goes to… Julianne Moore for Still Alice #GoldenGlobes"
97,"RT @eonline: The #GoldenGlobes winner for Best Actress in a Motion Picture, Drama is Julianne Moore for Still Alice! http://t.co/SbBOFBf10y"
98,"RT @eonline: The #GoldenGlobes winner for Best Actress in a Motion Picture, Drama is Julianne Moore for Still Alice! http://t.co/SbBOFBf10y"
99,"RT @eonline: The #GoldenGlobes winner for Best Actress in a Motion Picture, Drama is Julianne Moore for Still Alice! http://t.co/SbBOFBf10y"
100,"RT @eonline: The #GoldenGlobes winner for Best Actress in a Motion Picture, Drama is Julianne Moore for Still Alice! http://t.co/SbBOFBf10y"
101,RT @outmagazine: #JulianneMoore wins best actress in a motion picture (drama) for #StillAlice! #GoldenGlobes
102,"The lovely Julianne Moore wins the #GoldenGlobe for Best Actress in a Motion Picture, Drama for #StillAlice."
103,RT @outmagazine: #JulianneMoore wins best actress in a motion picture (drama) for #StillAlice! #GoldenGlobes
