,tweets
197,Gina Rodriguez wins Best Actress for TV Series - Comedy or Musical for her role in Jane The Virgin. #GoldenGlobes
198,"Wow! Awesome! “@NYTMovies: Gina Rodriguez wins the Golden Globes award for best actress, TV series comedy/musical”"
199,RT @TVLine: Gina Rodriguez wins Best Actress in a TV Series Musical or Comedy:  http://t.co/hcSwdg2ysL #GoldenGlobes
200,"“@HuffingtonPost: Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez in Jane The Virgin #GoldenGlobes” YES 👏"
201,"RT @7News: Gina Rodriguez wins the #GoldenGlobe for Best Actress in a TV Series, Musical or Comedy for #JaneTheVirgin"
202,"RT @HuffingtonPost: Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez in Jane The Virgin #GoldenGlobes"
203,"RT @HuffingtonPost: Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez in Jane The Virgin #GoldenGlobes"
204,Best Performance by an Actress in a TV Series - Musical or Comedy:  Gina Rodriguez for “Jane the Virgin” #GoldenGlobes #winner
205,"RT @HuffingtonPost: Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez in Jane The Virgin #GoldenGlobes"
206,"RT @WhoWhatWear: Gina Rodriguez wins Best Actress in a TV Series, Musical or Comedy! (She's wearing @BadgleyMischka) #GoldenGlobes http://t…"
207,"RT @NYTMovies: Gina Rodriguez wins the Golden Globes award for best actress, TV series comedy/musical"
208,"RT @screencrushnews: WINNER: Gina Rodriguez, JANE THE VIRGIN -- Best Actress, TV Series (Musical or Comedy) #GoldenGlobes"
209,"Wow! 😱 |RT @HuffingtonPost: Best Actress in a TV Series, Musical or Comedy goes to Gina Rodriguez in Jane The Virgin #GoldenGlobes"
210,Gina Rodriguez wins a #GoldenGlobe for Best Performance by an Actress in a TV Series - Musical or Comedy in Jane the Virgin.
211,"RT @geeksofdoom: Best Actress, Television Series – Comedy Or Musical: WINNER: Gina Rodriguez !!! #GoldenGlobes"
